"playernum","Game","whyplay","Weekly_Hours","Gender","Age","Work","Degree","Residence","Playstyle","GAD_T","SWL_T","SPIN_T","Residence_ISO3","motivation","occupation","styleofplay"
6208,"League of Legends","relaxing",20,"Male",22,"Employed","Bachelor (or equivalent)","UK","Multiplayer - online - with real life friends",5,15,7,"GBR","relaxing","Employed","Multiplayer - online - with real life friends"
6209,"League of Legends","winning",17,"Male",20,"Student at college / university","Bachelor (or equivalent)","UK","Multiplayer - online - with strangers",3,15,14,"GBR","winning","Student","Multiplayer - online - with strangers"
6210,"Other","having fun",21,"Male",18,"Student at school","None","Sweden","Singleplayer",0,30,24,"SWE","having fun","Student","Singleplayer"
6211,"League of Legends","having fun",33,"Male",18,"Student at college / university","High school diploma (or equivalent)","USA","Singleplayer",3,20,26,"USA","having fun","Student","Singleplayer"
6212,"Other","having fun",9,"Female",18,"Student at college / university","High school diploma (or equivalent)","Poland","Multiplayer - online - with online acquaintances or teammates",11,25,10,"POL","having fun","Student","Multiplayer - online - with online acquaintances or teammates"
6213,"League of Legends","having fun",23,"Male",18,"Student at college / university","High school diploma (or equivalent)","Netherlands","Multiplayer - online - with real life friends",4,27,22,"NLD","having fun","Student","Multiplayer - online - with real life friends"
6214,"League of Legends","having fun",17,"Male",18,"Student at college / university","Bachelor (or equivalent)","France","Multiplayer - online - with real life friends",9,18,18,"FRA","having fun","Student","Multiplayer - online - with real life friends"
6215,"League of Legends","having fun",7,"Male",20,"Student at college / university","High school diploma (or equivalent)","Sweden","Multiplayer - online - with strangers",2,23,4,"SWE","having fun","Student","Multiplayer - online - with strangers"
6216,"Starcraft 2","winning",26,"Male",18,"Student at college / university","High school diploma (or equivalent)","USA","Multiplayer - online - with strangers",7,11,44,"USA","winning","Student","Multiplayer - online - with strangers"
6217,"League of Legends","improving",35,"Male",23,"Student at college / university","Bachelor (or equivalent)","Netherlands","Multiplayer - online - with strangers",7,15,17,"NLD","improving","Student","Multiplayer - online - with strangers"
6219,"League of Legends","winning",34,"Male",19,"Student at college / university","High school diploma (or equivalent)","UK","Multiplayer - online - with strangers",8,21,54,"GBR","winning","Student","Multiplayer - online - with strangers"
6220,"Other","improving",15,"Male",19,"Student at college / university","Bachelor (or equivalent)","USA","Multiplayer - offline (people in the same room)",4,25,8,"USA","improving","Student","Multiplayer - offline (people in the same room)"
6221,"Other","relaxing",28,"Male",18,"Student at college / university","High school diploma (or equivalent)","UK","Singleplayer",1,22,9,"GBR","relaxing","Student","Singleplayer"
6222,"League of Legends","having fun",90,"Male",23,"Unemployed / between jobs","High school diploma (or equivalent)","USA","Multiplayer - online - with real life friends",8,5,53,"USA","having fun","Unemployed","Multiplayer - online - with real life friends"
6223,"Other","having fun",27,"Male",29,"Employed","High school diploma (or equivalent)","Germany","Multiplayer - online - with real life friends",1,28,24,"DEU","having fun","Employed","Multiplayer - online - with real life friends"
6224,"League of Legends","winning",17,"Male",19,"Student at college / university","Bachelor (or equivalent)","Netherlands","Multiplayer - online - with real life friends",7,17,16,"NLD","winning","Student","Multiplayer - online - with real life friends"
6226,"League of Legends","improving",20,"Male",20,"Student at college / university","High school diploma (or equivalent)","USA","Multiplayer - online - with real life friends",5,20,27,"USA","improving","Student","Multiplayer - online - with real life friends"
6228,"League of Legends","having fun",23,"Male",18,"Student at college / university","High school diploma (or equivalent)","Canada","Multiplayer - online - with real life friends",6,27,41,"CAN","having fun","Student","Multiplayer - online - with real life friends"
6229,"League of Legends","Teamwork",40,"Male",20,"Student at college / university","High school diploma (or equivalent)","USA","Multiplayer - online - with real life friends",0,29,6,"USA","Other","Student","Multiplayer - online - with real life friends"
6230,"Starcraft 2","winning",44,"Male",26,"Unemployed / between jobs","Bachelor (or equivalent)","USA","Multiplayer - online - with online acquaintances or teammates",1,27,9,"USA","winning","Unemployed","Multiplayer - online - with online acquaintances or teammates"
6231,"League of Legends","having fun",13,"Male",19,"Student at college / university","High school diploma (or equivalent)","Netherlands","Multiplayer - online - with real life friends",6,23,3,"NLD","having fun","Student","Multiplayer - online - with real life friends"
6232,"Heroes of the Storm","having fun",38,"Male",22,"Student at college / university","Bachelor (or equivalent)","Italy","Multiplayer - online - with real life friends",7,11,29,"ITA","having fun","Student","Multiplayer - online - with real life friends"
6233,"League of Legends","improving",75,"Male",20,"Student at college / university","High school diploma (or equivalent)","Bulgaria","Multiplayer - online - with strangers",4,19,15,"BGR","improving","Student","Multiplayer - online - with strangers"
6234,"League of Legends","improving",19,"Male",18,"Student at school","None","Germany","Multiplayer - online - with real life friends",1,25,17,"DEU","improving","Student","Multiplayer - online - with real life friends"
6235,"League of Legends","having fun",23,"Male",18,"Student at college / university","High school diploma (or equivalent)","UK","Multiplayer - online - with online acquaintances or teammates",8,17,28,"GBR","having fun","Student","Multiplayer - online - with online acquaintances or teammates"
6236,"League of Legends","Having fun is the reason we all start to play a game.",23,"Male",18,"Student at college / university","None","Sweden","Multiplayer - online - with real life friends",15,11,NA,"SWE","Other","Student","Multiplayer - online - with real life friends"
6237,"League of Legends","winning",24,"Male",20,"Student at college / university","Bachelor (or equivalent)","Spain","Multiplayer - online - with online acquaintances or teammates",2,10,12,"ESP","winning","Student","Multiplayer - online - with online acquaintances or teammates"
6238,"League of Legends","improving",24,"Male",18,"Student at college / university","High school diploma (or equivalent)","Belgium","Multiplayer - online - with strangers",7,16,31,"BEL","improving","Student","Multiplayer - online - with strangers"
6239,"League of Legends","having fun",40,"Male",18,"Student at college / university","None","USA","Multiplayer - online - with real life friends",1,22,22,"USA","having fun","Student","Multiplayer - online - with real life friends"
6240,"League of Legends","improving",40,"Male",19,"Student at school","None","Germany","Multiplayer - online - with real life friends",3,24,19,"DEU","improving","Student","Multiplayer - online - with real life friends"
6241,"League of Legends","having fun",35,"Male",28,"Student at college / university","High school diploma (or equivalent)","USA","Multiplayer - online - with real life friends",0,19,4,"USA","having fun","Student","Multiplayer - online - with real life friends"
6242,"League of Legends","improving",12,"Male",22,"Student at college / university","High school diploma (or equivalent)","Finland","Multiplayer - online - with strangers",1,31,2,"FIN","improving","Student","Multiplayer - online - with strangers"
6244,"League of Legends","improving",15,"Male",22,"Employed","Bachelor (or equivalent)","Spain","Multiplayer - online - with strangers",17,8,10,"ESP","improving","Employed","Multiplayer - online - with strangers"
6245,"League of Legends","improving",35,"Male",24,"Employed","Bachelor (or equivalent)","USA","Multiplayer - online - with strangers",7,13,15,"USA","improving","Employed","Multiplayer - online - with strangers"
6247,"League of Legends","having fun",15,"Male",20,"Student at college / university","High school diploma (or equivalent)","Canada","Multiplayer - online - with strangers",6,19,20,"CAN","having fun","Student","Multiplayer - online - with strangers"
6248,"League of Legends","having fun",40,"Male",29,"Employed","Bachelor (or equivalent)","Ireland","Multiplayer - online - with real life friends",3,22,7,"IRL","having fun","Employed","Multiplayer - online - with real life friends"
6250,"League of Legends","relaxing",21,"Male",21,"Employed","High school diploma (or equivalent)","Spain","Multiplayer - online - with real life friends",10,6,12,"ESP","relaxing","Employed","Multiplayer - online - with real life friends"
6251,"League of Legends","winning",41,"Male",19,"Unemployed / between jobs","High school diploma (or equivalent)","Bosnia and Herzegovina","Multiplayer - online - with online acquaintances or teammates",9,9,11,"BIH","winning","Unemployed","Multiplayer - online - with online acquaintances or teammates"
6252,"League of Legends","having fun",25,"Male",23,"Employed","High school diploma (or equivalent)","USA","Multiplayer - online - with real life friends",21,5,24,"USA","having fun","Employed","Multiplayer - online - with real life friends"
6253,"League of Legends","having fun",8,"Male",18,"Student at college / university","High school diploma (or equivalent)","UK","Multiplayer - online - with real life friends",2,25,14,"GBR","having fun","Student","Multiplayer - online - with real life friends"
6254,"World of Warcraft","improving",30,"Male",21,"Unemployed / between jobs","High school diploma (or equivalent)","Sweden","Multiplayer - online - with strangers",3,10,13,"SWE","improving","Unemployed","Multiplayer - online - with strangers"
6255,"League of Legends","having fun",30,"Male",19,"Student at college / university","High school diploma (or equivalent)","USA","Multiplayer - online - with real life friends",3,6,18,"USA","having fun","Student","Multiplayer - online - with real life friends"
6256,"League of Legends","improving",37,"Male",18,"Student at school","None","Canada","Multiplayer - online - with real life friends",8,15,11,"CAN","improving","Student","Multiplayer - online - with real life friends"
6257,"League of Legends","relaxing",12,"Male",25,"Employed","High school diploma (or equivalent)","Germany","Multiplayer - online - with real life friends",1,25,NA,"DEU","relaxing","Employed","Multiplayer - online - with real life friends"
6258,"League of Legends","improving",18,"Male",19,"Unemployed / between jobs","None","Italy","Multiplayer - online - with real life friends",7,11,13,"ITA","improving","Unemployed","Multiplayer - online - with real life friends"
6259,"League of Legends","having fun",50,"Female",22,"Employed","Bachelor (or equivalent)","Germany","Multiplayer - online - with online acquaintances or teammates",15,13,21,"DEU","having fun","Employed","Multiplayer - online - with online acquaintances or teammates"
6260,"League of Legends","having fun",36,"Male",19,"Student at college / university","High school diploma (or equivalent)","Germany","Multiplayer - online - with strangers",17,17,38,"DEU","having fun","Student","Multiplayer - online - with strangers"
6261,"League of Legends","relaxing",8,"Male",25,"Employed","Bachelor (or equivalent)","Germany","Multiplayer - online - with strangers",0,28,3,"DEU","relaxing","Employed","Multiplayer - online - with strangers"
6262,"League of Legends","improving",22,"Male",18,"Student at school","None","Germany","Multiplayer - online - with real life friends",10,18,21,"DEU","improving","Student","Multiplayer - online - with real life friends"
6263,"League of Legends","A combination of winning, improving, and having fun.  I don't regret playing if we don't win or make mistakes.",18,"Male",26,"Employed","Bachelor (or equivalent)","USA","Multiplayer - online - with real life friends",4,16,18,"USA","Other","Employed","Multiplayer - online - with real life friends"
6264,"League of Legends","improving",4,"Male",24,"Employed","Bachelor (or equivalent)","Canada","Multiplayer - online - with strangers",2,24,12,"CAN","improving","Employed","Multiplayer - online - with strangers"
6265,"League of Legends","having fun",48,"Male",18,"Student at school","None","Netherlands","Multiplayer - online - with online acquaintances or teammates",2,17,19,"NLD","having fun","Student","Multiplayer - online - with online acquaintances or teammates"
6266,"League of Legends","having fun",14,"Male",21,"Employed","High school diploma (or equivalent)","Romania","Multiplayer - online - with real life friends",8,13,16,"ROU","having fun","Employed","Multiplayer - online - with real life friends"
6267,"League of Legends","having fun",17,"Female",18,"Student at school","None","USA","Multiplayer - online - with strangers",6,18,37,"USA","having fun","Student","Multiplayer - online - with strangers"
6269,"League of Legends","having fun",45,"Male",18,"Student at school","High school diploma (or equivalent)","Germany","Multiplayer - online - with real life friends",2,26,13,"DEU","having fun","Student","Multiplayer - online - with real life friends"
6270,"League of Legends","improving",14,"Male",18,"Student at school","None","Germany","multiplayer online with friends AND strangers",6,16,13,"DEU","improving","Student","Other"
6271,"League of Legends","having fun",26,"Male",19,"Student at college / university","Bachelor (or equivalent)","UK","Multiplayer - online - with real life friends",1,22,9,"GBR","having fun","Student","Multiplayer - online - with real life friends"
6272,"League of Legends","improving",53,"Male",19,"Unemployed / between jobs","High school diploma (or equivalent)","Norway","Multiplayer - online - with strangers",7,9,35,"NOR","improving","Unemployed","Multiplayer - online - with strangers"
6273,"League of Legends","improving",12,"Male",23,"Student at college / university","High school diploma (or equivalent)","France","Multiplayer - online - with real life friends",0,34,NA,"FRA","improving","Student","Multiplayer - online - with real life friends"
6274,"League of Legends","improving",29,"Male",18,"Student at college / university","Bachelor (or equivalent)","France","Multiplayer - online - with strangers",9,11,32,"FRA","improving","Student","Multiplayer - online - with strangers"
6275,"League of Legends","improving",70,"Male",19,"Student at college / university","High school diploma (or equivalent)","Spain","Multiplayer - online - with strangers",18,20,43,"ESP","improving","Student","Multiplayer - online - with strangers"
6276,"League of Legends","having fun",15,"Female",22,"Employed","Bachelor (or equivalent)","USA","Multiplayer - online - with online acquaintances or teammates",4,15,16,"USA","having fun","Employed","Multiplayer - online - with online acquaintances or teammates"
6277,"League of Legends","having fun",45,"Female",19,"Employed","High school diploma (or equivalent)","USA","Multiplayer - online - with online acquaintances or teammates",0,23,7,"USA","having fun","Employed","Multiplayer - online - with online acquaintances or teammates"
6278,"League of Legends","improving",30,"Male",21,"Student at college / university","Bachelor (or equivalent)","Ireland","Multiplayer - online - with real life friends",1,8,1,"IRL","improving","Student","Multiplayer - online - with real life friends"
6279,"League of Legends","improving",45,"Male",21,"Student at college / university","None","USA","Multiplayer - online - with online acquaintances or teammates",15,23,20,"USA","improving","Student","Multiplayer - online - with online acquaintances or teammates"
6281,"League of Legends","having fun",12,"Female",25,"Employed","Bachelor (or equivalent)","UK","Multiplayer - online - with real life friends",9,26,33,"GBR","having fun","Employed","Multiplayer - online - with real life friends"
6282,"League of Legends","relaxing",22,"Male",28,"Employed","Master (or equivalent)","Sweden","Multiplayer - online - with strangers",4,17,20,"SWE","relaxing","Employed","Multiplayer - online - with strangers"
6283,"League of Legends","having fun",30,"Male",24,"Unemployed / between jobs","Bachelor (or equivalent)","Macedonia","Multiplayer - online - with strangers",3,20,16,"MKD","having fun","Unemployed","Multiplayer - online - with strangers"
6284,"League of Legends","winning",30,"Male",20,"Employed","High school diploma (or equivalent)","Brazil","Multiplayer - online - with strangers",3,26,20,"BRA","winning","Employed","Multiplayer - online - with strangers"
6285,"League of Legends","having fun",16,"Male",21,"Student at college / university","None","UK","Multiplayer - online - with real life friends",7,28,32,"GBR","having fun","Student","Multiplayer - online - with real life friends"
6286,"League of Legends","improving",15,"Male",23,"Employed","High school diploma (or equivalent)","Germany","Multiplayer - online - real life friends and online acquaintances",0,17,23,"DEU","improving","Employed","Other"
6287,"League of Legends","winning",22,"Male",28,"Employed","Bachelor (or equivalent)","UK","Singleplayer",0,30,13,"GBR","winning","Employed","Singleplayer"
6288,"Other","having fun",45,"Male",25,"Unemployed / between jobs","Bachelor (or equivalent)","USA","Singleplayer",0,10,18,"USA","having fun","Unemployed","Singleplayer"
6290,"League of Legends","winning",33,"Male",20,"Student at college / university","High school diploma (or equivalent)","Netherlands","Multiplayer - online - with online acquaintances or teammates",0,29,16,"NLD","winning","Student","Multiplayer - online - with online acquaintances or teammates"
6291,"League of Legends","having fun",16,"Female",22,"Student at college / university","Bachelor (or equivalent)","USA","Multiplayer - online - with online acquaintances or teammates",6,5,39,"USA","having fun","Student","Multiplayer - online - with online acquaintances or teammates"
6292,"League of Legends","improving",54,"Male",22,"Student at college / university","Bachelor (or equivalent)","France","Singleplayer",5,23,13,"FRA","improving","Student","Singleplayer"
6293,"League of Legends","having fun",45,"Male",25,"Student at college / university","High school diploma (or equivalent)","Germany","Multiplayer - online - with online acquaintances or teammates",1,29,13,"DEU","having fun","Student","Multiplayer - online - with online acquaintances or teammates"
6295,"League of Legends","having fun",10,"Male",22,"Employed","Bachelor (or equivalent)","USA","Multiplayer - online - with real life friends",2,18,6,"USA","having fun","Employed","Multiplayer - online - with real life friends"
6296,"League of Legends","improving",28,"Male",20,"Employed","High school diploma (or equivalent)","USA","Multiplayer - online - with online acquaintances or teammates",8,11,7,"USA","improving","Employed","Multiplayer - online - with online acquaintances or teammates"
6297,"League of Legends","having fun",34,"Male",22,"Employed","Bachelor (or equivalent)","UK","Multiplayer - online - with online acquaintances or teammates",5,26,8,"GBR","having fun","Employed","Multiplayer - online - with online acquaintances or teammates"
6298,"League of Legends","improving",50,"Male",18,"Student at college / university","None","UK","Multiplayer - online - with strangers",13,10,38,"GBR","improving","Student","Multiplayer - online - with strangers"
6299,"League of Legends","having fun",80,"Male",20,"Employed","None","Netherlands","Multiplayer - online - with real life friends",1,15,52,"NLD","having fun","Employed","Multiplayer - online - with real life friends"
6301,"League of Legends","improving",35,"Male",18,"Student at college / university","High school diploma (or equivalent)","Netherlands","Real life friends and strangers.",2,28,19,"NLD","improving","Student","Other"
6302,"League of Legends","winning",65,"Male",22,"Unemployed / between jobs","High school diploma (or equivalent)","USA","Multiplayer - online - with strangers",12,18,NA,"USA","winning","Unemployed","Multiplayer - online - with strangers"
6303,"Other","having fun",48,"Male",18,"Student at college / university","High school diploma (or equivalent)","Germany","Multiplayer - online - with real life friends",0,29,0,"DEU","having fun","Student","Multiplayer - online - with real life friends"
6304,"League of Legends","improving",24,"Male",20,"Student at college / university","High school diploma (or equivalent)","Canada","Multiplayer - online - with online acquaintances or teammates",5,14,14,"CAN","improving","Student","Multiplayer - online - with online acquaintances or teammates"
6305,"League of Legends","improving",8,"Male",18,"Student at school","None","USA","Multiplayer - online - with real life friends",0,18,6,"USA","improving","Student","Multiplayer - online - with real life friends"
6306,"League of Legends","improving",40,"Male",18,"Student at school","None","Croatia","Multiplayer - online - with online acquaintances or teammates",1,29,22,"HRV","improving","Student","Multiplayer - online - with online acquaintances or teammates"
6307,"League of Legends","having fun",31,"Male",23,"Unemployed / between jobs","High school diploma (or equivalent)","Netherlands","Multiplayer - online - with strangers",0,21,NA,"NLD","having fun","Unemployed","Multiplayer - online - with strangers"
6308,"League of Legends","improving",55,"Male",18,"Student at college / university","High school diploma (or equivalent)","USA","Multiplayer - online - with online acquaintances or teammates",8,18,14,"USA","improving","Student","Multiplayer - online - with online acquaintances or teammates"
6309,"League of Legends","improving",9,"Male",18,"Student at school","None","Slovenia","Multiplayer - online - with strangers",2,12,15,"SVN","improving","Student","Multiplayer - online - with strangers"
6310,"League of Legends","having fun",12,"Male",18,"Student at college / university","High school diploma (or equivalent)","USA","Multiplayer - online - with real life friends",12,17,21,"USA","having fun","Student","Multiplayer - online - with real life friends"
6311,"League of Legends","all of the above",35,"Male",25,"Employed","Bachelor (or equivalent)","USA","Multiplayer - online - with strangers",2,24,11,"USA","Other","Employed","Multiplayer - online - with strangers"
6313,"Starcraft 2","improving",60,"Male",23,"Unemployed / between jobs","Bachelor (or equivalent)","USA","Multiplayer - online - with strangers",8,18,29,"USA","improving","Unemployed","Multiplayer - online - with strangers"
6314,"League of Legends","improving",35,"Male",23,"Student at college / university","High school diploma (or equivalent)","Netherlands","Multiplayer - online - with strangers",7,12,28,"NLD","improving","Student","Multiplayer - online - with strangers"
6315,"League of Legends","improving",22,"Male",27,"Student at college / university","Master (or equivalent)","Germany","Multiplayer - online - with strangers",2,30,14,"DEU","improving","Student","Multiplayer - online - with strangers"
6316,"League of Legends","improving",40,"Male",20,"Unemployed / between jobs","High school diploma (or equivalent)","Unknown","Multiplayer - online - with strangers",19,5,68,NA,"improving","Unemployed","Multiplayer - online - with strangers"
6317,"Counter Strike","improving",40,"Male",19,"Student at college / university","High school diploma (or equivalent)","USA","Multiplayer - online - with online acquaintances or teammates",11,10,22,"USA","improving","Student","Multiplayer - online - with online acquaintances or teammates"
6318,"Other","improving",22,"Male",20,"Student at college / university","High school diploma (or equivalent)","Brazil","Multiplayer - online - with real life friends",14,12,NA,"BRA","improving","Student","Multiplayer - online - with real life friends"
6319,"League of Legends","having fun",35,"Male",25,"Employed","Master (or equivalent)","USA","Multiplayer - online - with real life friends",4,30,12,"USA","having fun","Employed","Multiplayer - online - with real life friends"
6320,"League of Legends","winning",25,"Male",18,"Student at school","High school diploma (or equivalent)","USA","Multiplayer - online - with strangers",1,18,6,"USA","winning","Student","Multiplayer - online - with strangers"
6321,"League of Legends","having fun",18,"Male",18,"Student at college / university","High school diploma (or equivalent)","USA","Multiplayer - online - with real life friends",1,20,14,"USA","having fun","Student","Multiplayer - online - with real life friends"
6322,"League of Legends","improving",44,"Male",18,"Student at college / university","High school diploma (or equivalent)","Denmark","Multiplayer - online - with strangers",4,18,11,"DNK","improving","Student","Multiplayer - online - with strangers"
6323,"League of Legends","improving",42,"Male",24,"Student at college / university","High school diploma (or equivalent)","USA","Multiplayer - online - with strangers",3,31,10,"USA","improving","Student","Multiplayer - online - with strangers"
6324,"League of Legends","having fun",30,"Male",22,"Student at college / university","High school diploma (or equivalent)","Turkey","Multiplayer - online - with real life friends",10,23,42,"TUR","having fun","Student","Multiplayer - online - with real life friends"
6325,"League of Legends","having fun",28,"Male",23,"Employed","High school diploma (or equivalent)","Germany","Multiplayer - online - with strangers",5,14,23,"DEU","having fun","Employed","Multiplayer - online - with strangers"
6326,"League of Legends","having fun",40,"Male",19,"Student at college / university","High school diploma (or equivalent)","France","Multiplayer - online - with online acquaintances or teammates",2,27,33,"FRA","having fun","Student","Multiplayer - online - with online acquaintances or teammates"
6328,"League of Legends","improving",18,"Male",18,"Student at school","None","Germany","Multiplayer - online - with real life friends",6,12,26,"DEU","improving","Student","Multiplayer - online - with real life friends"
6329,"Starcraft 2","having fun",10,"Male",25,"Employed","Bachelor (or equivalent)","USA","Singleplayer",9,6,46,"USA","having fun","Employed","Singleplayer"
6330,"League of Legends","having fun",17,"Male",27,"Employed","Bachelor (or equivalent)","Germany","Multiplayer - online - with online acquaintances or teammates",4,10,21,"DEU","having fun","Employed","Multiplayer - online - with online acquaintances or teammates"
6331,"League of Legends","winning",45,"Male",22,"Unemployed / between jobs","Bachelor (or equivalent)","Ireland","Multiplayer - online - with strangers",3,33,NA,"IRL","winning","Unemployed","Multiplayer - online - with strangers"
6333,"League of Legends","A mix of the 4 above",12,"Male",23,"Student at college / university","High school diploma (or equivalent)","Denmark","Multiplayer - online - with real life friends",0,33,0,"DNK","Other","Student","Multiplayer - online - with real life friends"
6334,"League of Legends","improving",25,"Male",18,"Student at school","None","Denmark","Multiplayer - online - with online acquaintances or teammates",1,30,6,"DNK","improving","Student","Multiplayer - online - with online acquaintances or teammates"
6335,"League of Legends","winning",26,"Male",19,"Student at college / university","None","USA","Multiplayer - online - with strangers",17,11,11,"USA","winning","Student","Multiplayer - online - with strangers"
6336,"League of Legends","improving",42,"Male",18,"Student at school","None","USA","Multiplayer - online - with real life friends",8,23,14,"USA","improving","Student","Multiplayer - online - with real life friends"
6337,"League of Legends","winning",40,"Male",21,NA,"High school diploma (or equivalent)","USA","Multiplayer - online - with real life friends",4,30,NA,"USA","winning",NA,"Multiplayer - online - with real life friends"
6338,"League of Legends","having fun",35,"Male",18,"Student at college / university","High school diploma (or equivalent)","USA","Multiplayer - online - with online acquaintances or teammates",0,20,20,"USA","having fun","Student","Multiplayer - online - with online acquaintances or teammates"
6339,"League of Legends","improving",50,"Male",21,"Student at college / university","High school diploma (or equivalent)","Greece","Multiplayer - online - with real life friends",2,27,NA,"GRC","improving","Student","Multiplayer - online - with real life friends"
6341,"League of Legends","improving",20,"Male",21,"Student at college / university","High school diploma (or equivalent)","Germany","Multiplayer - online - with real life friends",0,34,NA,"DEU","improving","Student","Multiplayer - online - with real life friends"
6342,"League of Legends","having fun",51,"Male",24,"Employed","Bachelor (or equivalent)","UK","Multiplayer - online - with real life friends",0,26,3,"GBR","having fun","Employed","Multiplayer - online - with real life friends"
6343,"Heroes of the Storm","having fun",45,"Female",31,"Employed","Bachelor (or equivalent)","Canada","Multiplayer - online - with real life friends",4,19,33,"CAN","having fun","Employed","Multiplayer - online - with real life friends"
6344,"League of Legends","improving",24,"Male",18,"Student at college / university","High school diploma (or equivalent)","Canada","Multiplayer - online - with strangers",4,28,25,"CAN","improving","Student","Multiplayer - online - with strangers"
6346,"Hearthstone","winning",49,"Male",19,"Student at college / university","High school diploma (or equivalent)","Germany","Multiplayer - online - with strangers",6,19,18,"DEU","winning","Student","Multiplayer - online - with strangers"
6347,"League of Legends","improving",50,"Male",18,"Student at college / university","High school diploma (or equivalent)","USA","Multiplayer - online - with strangers",14,21,0,"USA","improving","Student","Multiplayer - online - with strangers"
6348,"League of Legends","having fun",14,"Male",21,"Student at college / university","High school diploma (or equivalent)","Colombia","Multiplayer - online - with real life friends",9,24,4,"COL","having fun","Student","Multiplayer - online - with real life friends"
6350,"League of Legends","improving",17,"Male",22,"Student at college / university","Bachelor (or equivalent)","USA","Multiplayer - online - with real life friends",2,27,10,"USA","improving","Student","Multiplayer - online - with real life friends"
6351,"League of Legends","improving",55,"Male",26,"Unemployed / between jobs","Bachelor (or equivalent)","Poland","Singleplayer",5,6,23,"POL","improving","Unemployed","Singleplayer"
6352,"League of Legends","having fun",47,"Male",18,"Student at school","High school diploma (or equivalent)","USA","Multiplayer - online - with real life friends",1,31,12,"USA","having fun","Student","Multiplayer - online - with real life friends"
6353,"League of Legends","All of the above are equal to me",18,"Male",20,"Student at college / university","High school diploma (or equivalent)","USA","Multiplayer - online - with strangers",4,28,8,"USA","Other","Student","Multiplayer - online - with strangers"
6354,"League of Legends","forgetting",19,"Male",18,"Student at school","None","USA","Multiplayer - online - with strangers",4,15,5,"USA","Other","Student","Multiplayer - online - with strangers"
6355,"League of Legends","winning",35,"Male",22,"Employed","High school diploma (or equivalent)","UK","Multiplayer - online - with real life friends",4,21,23,"GBR","winning","Employed","Multiplayer - online - with real life friends"
6356,"League of Legends","improving",70,"Male",19,"Student at college / university","High school diploma (or equivalent)","USA","Multiplayer - online - with real life friends",0,33,3,"USA","improving","Student","Multiplayer - online - with real life friends"
6357,"League of Legends","having fun",35,"Male",19,"Student at college / university","High school diploma (or equivalent)","USA","Multiplayer - online - with real life friends",12,27,7,"USA","having fun","Student","Multiplayer - online - with real life friends"
6358,"League of Legends","improving",7,"Male",19,"Student at college / university","High school diploma (or equivalent)","Germany","Multiplayer - online - with real life friends",5,21,19,"DEU","improving","Student","Multiplayer - online - with real life friends"
6359,"League of Legends","relaxing",5,"Male",20,"Student at school","High school diploma (or equivalent)","USA","Multiplayer - online - with real life friends",2,25,14,"USA","relaxing","Student","Multiplayer - online - with real life friends"
6360,"League of Legends","improving",36,"Male",22,"Employed","Bachelor (or equivalent)","Germany","Multiplayer - online - with real life friends",2,23,18,"DEU","improving","Employed","Multiplayer - online - with real life friends"
6361,"League of Legends","having fun",16,"Male",19,"Student at college / university","High school diploma (or equivalent)","Germany","Multiplayer - online - with real life friends",3,17,8,"DEU","having fun","Student","Multiplayer - online - with real life friends"
6362,"League of Legends","improving",31,"Male",18,"Student at college / university","None","UK","Multiplayer - online - with online acquaintances or teammates",8,14,32,"GBR","improving","Student","Multiplayer - online - with online acquaintances or teammates"
6363,"League of Legends","sometimes winning; sometimes having fun",30,"Male",19,"Student at college / university","High school diploma (or equivalent)","Netherlands","Multiplayer - online - with real life friends",1,22,3,"NLD","Other","Student","Multiplayer - online - with real life friends"
6364,"League of Legends","improving",30,"Male",25,"Employed","Bachelor (or equivalent)","USA","Multiplayer - online - with strangers",1,35,15,"USA","improving","Employed","Multiplayer - online - with strangers"
6365,"League of Legends","improving",35,"Female",21,"Unemployed / between jobs","High school diploma (or equivalent)","USA","Multiplayer - online - with strangers",15,15,15,"USA","improving","Unemployed","Multiplayer - online - with strangers"
6366,"League of Legends","improving",27,"Male",25,"Student at college / university","High school diploma (or equivalent)","Chile","Multiplayer - online - with real life friends",6,30,16,"CHL","improving","Student","Multiplayer - online - with real life friends"
6367,"League of Legends","having fun",30,"Male",19,"Student at college / university","High school diploma (or equivalent)","Slovenia","Multiplayer - online - with strangers",5,21,14,"SVN","having fun","Student","Multiplayer - online - with strangers"
6368,"League of Legends","improving",45,"Male",18,"Student at school","None","Finland","Multiplayer - online - with strangers",0,19,5,"FIN","improving","Student","Multiplayer - online - with strangers"
6369,"League of Legends","winning",32,"Male",25,"Employed","Bachelor (or equivalent)","USA","Multiplayer - online - with real life friends",0,30,15,"USA","winning","Employed","Multiplayer - online - with real life friends"
6370,"League of Legends","improving",15,"Male",20,"Student at college / university","High school diploma (or equivalent)","Denmark","mostly multiplayer but a bit each reply-option",1,30,1,"DNK","improving","Student","Other"
6371,"League of Legends","improving",80,"Male",18,"Student at school","None","UK","Options 3,4 & 5",1,30,7,"GBR","improving","Student","Other"
6372,"League of Legends","improving",31,"Male",22,"Student at college / university","Ph.D., Psy. D., MD (or equivalent)","Spain","Multiplayer - online - with online acquaintances or teammates",1,31,6,"ESP","improving","Student","Multiplayer - online - with online acquaintances or teammates"
6373,"League of Legends","having fun",26,"Male",21,"Student at college / university","High school diploma (or equivalent)","Germany","Multiplayer - online - with real life friends",1,12,41,"DEU","having fun","Student","Multiplayer - online - with real life friends"
